codigo,descripcion,unidades_por_bulto
002306,GALLETAS OREO VAINILLA 6 UND 216 GR,1
001629,GALLETAS PUNTO ROJO MULTIPAX TRIGO DE ORO 6 X 150 GR,30
001619,GALLETAS PUNTO ROJO TRIGO DE ORO 90 GR,30
001135,GALLETAS Q-KISS PUIG 200 GR,16
004903,GALLETAS RECREO FESTIVAL 6 X 4 216 GR,40
002637,GALLETAS REDONDITAS DE CHOCOLATE TOMY 408 GR,24
001125,GALLETAS REX PUIG 200 GR,16
002891,GALLETAS ROSQUITAS TRADICIONALES,1
004006,GALLETAS SABOR A LIMON BJ CREAM 408 GR,1
004007,GALLETAS SABOR AMERICANO BJ CREAM 408 GR,1
004005,GALLETAS SABOR FRESA BJ CREAM 408 GR,1
004004,GALLETAS SABOR VAINILLA BJ CREAM 408 GR,1
002421,GALLETAS SALTIN 3 TACOS NOEL 300 GR,24
001124,GALLETAS SALTINES PUIG 250 GR,24
004508,GALLETAS SALTIN TRADICIONAL 5 TACOS NOEL 441 GR,1
003153,GALLETAS SAMBA CHOCOLATE SAVOY 16 GR,1
000949,GALLETAS SAMBA CHOCOLATE SAVOY 32 GR,320
000948,GALLETAS SAMBA FRESA SAVOY 32 GR,320
002833,GALLETAS SANDWICH DE CHOCOLATE RENATA 112 GR,36
002834,GALLETAS SANDWICH DE FRESA RENATA 112 GR,36
000878,GALLETAS SUSY CHOCO2 NESTLE 50 GR,216
000877,GALLETAS SUSY CHOCO2 NESTLE 58 GR,60
000882,GALLETAS SUSY MAXI NESTLE 4 UND 200 GR,60
000946,GALLETAS SUSY NESTLE 50 GR,216
003939,GALLETASS WAFER DE CHOCOLATE SORBETICO 105 GR,30
004481,GALLETAS TIPO AMERICANO DE CHOCOLATE OREO 48 GR,128
001396,GALLETAS TIP TOP CHOCOLATE CALEDONIA 96 GR,48
001398,GALLETAS TIP TOP COCO CALEDONIA 96 GR,48
001399,GALLETAS TIP TOP MANI CALEDONIA 96 GR,48
001397,GALLETAS TIP TOP VAINILLA CALEDONIA 96 GR,48
000367,GALLETAS TRADICIONES LA ALEMANA 200 GR,30
002855,GALLETAS TRELOSO CHOCOLATE VITARELLA 120 GR,36
002854,GALLETAS TRELOSO CHOCORESCO VITARELLA 120 GR,36
002416,GALLETAS VAINILLA FESTIVAL 34 GR,24
000767,GALLETAS VAINILLA SORBETICO 4 UND 100 GR,28
002805,GALLETAS WAFER DE CHOCOLATE BLANCO ISABELA 100 GR,40
002803,GALLETAS WAFER DE CHOCOLATE ISABELA 100 GR,40
002804,GALLETAS WAFER DE FRESA ISABELA 100 GR,40
002806,GALLETAS WAFER DE LIMON ISABELA 100 GR,40
003938,GALLETAS WAFER DE LIMON SORBETICO NABISCO 105 GR,1
002286,GALLETAS WAFFER DE FRESA SORBETICO 105 GR,30
004369,GALLETA TIPO AMERICANO DE CHOCOLATE OREO (NO USAR),1
001405,GALLETA TIP TOP CHOCO COCO CALEDONIA 96 GR,48
001408,GALLETA TIP TOP CHOCOLATE CALEDONIA 80 GR,1
001400,GALLETA TIP TOP CHOCO MANI 96 GR,48
002857,GALLETA TRELOSO FRESA VITARELA 120 GR,36
005134,GALLETA WAFER FRESA 288 GR,24
005130,GALLETA WAFER MAX COCO 0.460 GR,12
005132,GALLETA WAFER VAINILLA 288 GR,24
000608,GALLINA KG,1
002945,GARBANZOS AL NATURAL KALDINI 400 GR,24
001605,GARBANZOS MARY 500 GR,24
002591,GATARINA ADULTO ORIGINAL MIRRINGO 1 KG,20
003970,GATARINA ADULTOS CON CARNE CAT CHOW 85 GR,15
003665,GATARINA ADULTOS CON CARNE PREBIOTICO CAT CHOW 1.5 KG,6
003664,GATARINA ADULTOS CON CARNE PREBIOTICO CAT CHOW 500 GR,12
003967,GATARINA ADULTOS CON PESCADO CAT CHOW 85 GR,15
003662,GATARINA ADULTOS C/PESCADO PREBIOTICO CAT CHOW 1.5 KG,6
003661,GATARINA ADULTOS C/PESCADO PREBIOTICO CAT CHOW 500 GR,12
004040,GATARINA CARNE CON ARROZ Y MAIZ PURINA GATSY 1 KG,8
004044,GATARINA CARNE CON ARROZ Y MAIZ PURINA GATSY 500 GR,12
003968,GATARINA CON POLLO GATITOS CAT CHOW 85 GR,15
003966,GATARINA ESTERILIZADOS CON CARNE PURINA CAT CHOW 85 GR,15
003969,GATARINA ESTERILIZADOS CON PESCADO CAT CHOW 85 GR,15
004041,GATARINA ESTERILIZADOS CON PESCADO PURINA CAT CHOW 1.5 KG,6
003839,GATARINA GATICOS MIRRINGO 1 KG,20
003838,GATARINA GATICOS MIRRINGO 500 GR,20
003663,GATARINA HOGAREÑOS CON CARNE PREBIOTICOS CAT CHOW 1.5 KG,6
002590,GATARINA ORIGINAL ADULTO MIRRINGO 500 GR,20
004043,GATARINA PESCADO CON ARROZ Y ESPINACA PURINA GATSY 1 KG,8
004042,GATARINA PESCADO CON ARROZ Y ESPINACA PURINA GATSY 500 GR,12
004315,GATARINA PESC/CARNE/LECHE GATITOS CAT CHOW 500 GR,12
004192,GATARINA SABORES CASEROS POLLO GATSY 1 KG,8
004420,GEL ANTIBACTERIAL BYD CARE 236 ML,36
001215,GELATINA DE CEREZA SONRISSA 132 GR,48
001243,GELATINA DE CEREZA SONRISSA 66 GR,48
003686,GELATINA DE CEREZA WYNCO 25 GR,1
001958,GELATINA DE CHICLE FRUXI 40 GR,72
001952,GELATINA DE FRAMBUESA FRUXI 40 GR,72
001216,GELATINA DE FRAMBUESA SONRISSA 132 GR,48
001244,GELATINA DE FRAMBUESA SONRISSA 66 GR,48
001951,GELATINA DE FRESA FRUXI 40 GR,72
001214,GELATINA DE FRESA SONRISSA 132 GR,48
001240,GELATINA DE FRESA SONRISSA 66 GR,48
001057,GELATINA DE FRUTOS CITRICOS YELIGHT 12 GR,1
001957,GELATINA DE LIMON FRUXI 40 GR,72
001238,GELATINA DE LIMON SONRISSA 132 GR,48
001212,GELATINA DE LIMON SONRISSA 66 GR,48
001955,GELATINA DE MANDARINA FRUXI 40 GR,72
003488,GELATINA DE NARANJA MONTALBAN 90 GR,72
001954,GELATINA DE PIÑA FRUXI 40 GR,72
001236,GELATINA DE PIÑA SONRISSA 132 GR,48
001253,GELATINA DE PIÑA SONRISSA 66 GR,48
001237,GELATINA DE TUTTI FRUTTI SONRISSA 132 GR,48
001254,GELATINA DE TUTTI FRUTTI SONRISSA 66 GR,48
001953,GELATINA DE UVA FRUXI 40 GR,72
001239,GELATINA DE UVA SONRISSA 132 GR,48
001241,GELATINA DE UVA SONRISSA 66 GR,48
005188,GELATINA GELAPLAY YOLIS 100 GR,1
001570,GELATINA SABOR A CEREZA GELLA MONTALBAN 90 GR,72
005021,GELATINA SABOR A CEREZA GRANJA 96 GR,40
005020,GELATINA SABOR A FRAMBUESA GRANJA 96 GR,40
001566,GELATINA SABOR A FRESA GELLA MONTALBAN 90 GR,72
005035,GELATINA SABOR A FRESA GRANJA 96 GR,40
004869,GELATINA SABOR A KOLITA GELLA MONTALBAN 90 GR,72
004867,GELATINA SABOR A MANZANA GELLA MONTALBAN 90 GR,72
004868,GELATINA SABOR A UVA GELLA MONTALBAN 90 GR,72
001956,GELATINA SABORES VARIOS 3 PACK FIESTA FRUXI 12 GR,14
001959,GELATINA SIN SABOR FRUXI 12 GR,40
001242,GELATINA SIN SABOR SONRISSA 33 GR,48
002738,GELATINA ZERO FRESA WYNCO 12 GR,36
002746,GELATINA ZERO FRESA WYNCO 25 GR,36
002741,GELATINA ZERO LIMON WYNCO 12 GR,36
002739,GELATINA ZERO PIÑA WYNCO 12 GR,36
002747,GELATINA ZERO PIÑA WYNCO 25 GR,1
002740,GELATINA ZERO UVA WYNCO 12 GR,36
005322,GEL DE AFEITAR GILLETTE MACH 3 200 ML,12
004611,GEL FIJADOR AZUL ADI 250 GR,24
002643,GEL FIJADOR AZUL ROLDA 120 GR,1
002640,GEL FIJADOR AZUL ROLDA 250 GR,1
003539,GEL FIJADOR BLACK ROLDA 120 GR,1
002644,GEL FIJADOR BLANCA ROLDA 120 GR,24
002641,GEL FIJADOR BLANCA ROLDA 250 GR,12
005146,GEL FIJADOR GRANJA 125 GR,24
002642,GEL FIJADOR MORADA ROLDA 120 GR,24
002639,GEL FIJADOR MORADA ROLDA 250 GR,1
000708,GEL FIJADOR POWER EVERY NIGHT 250 GR,12
004992,GEL FIJADOR POWER FIX ROLDA 120 GR,1
002646,GEL FIJADOR ROJA ROLDA 120 GR,1
002645,GEL FIJADOR ROJA ROLDA 250 GR,12
004194,GEL FIJADOR SPORT LOOK ROLDA 120 GR,1
000707,GEL FIJADOR STRONG EVERY NIGHT 250 GR,12
004610,GEL FIJADOR TRANSPARENTE ADI 250 GR,24
003744,GEL FIJADOR VARIOS ROLDA 120 GR,1
000310,GERMINADOS PAQ,1
002315,GINEBRA BOMBAY 750 ML,12
000794,GINEBRA DE MANDARINA GORDONS 700 ML,12
000789,GINEBRA DE PARCHITA GORDONS 700 ML,12
000795,GINEBRA DE UVA GORDONS 700 ML,12
000792,GINEBRA GIN GORDONS 700 ML,12
003636,GINEBRA SAPPHIRE BOMBAY 1 LT,1
004558,GINEBRA TANQUERAY 1 LT,12
004949,GINEBRA TANQUERAY 700 ML,6
000278,GINEBRA TANQUERAY 750 ML,1
004948,GINEBRA TANQUERAY TEN 750 ML,12
003937,GINEBRA THE LONDON NRO 1 1 LT,6
000787,GINEBRA VODKA GORDONS 700 ML,12
000469,GLOBOS AZUL CIELO SATURDAY 50 UND,1
000468,GLOBOS AZUL OSCURO SATURDAY 50 UND,1
000465,GLOBOS BLANCO SATURDAY 50 UND,1
000463,GLOBOS ROJOS METALIZADO SATURDAY 50 UND,1
000466,GLOBOS ROJOS SATURDAY 50 UND,1
004001,GOLPE CON TODO SABOR LIMON YUPI 140 GR,1
004002,GOLPE CON TODO SABOR NATURAL YUPI 140 GR,1
004003,GOLPE ORIGINAL YUPI 140 GR,1
004000,GOLPE RANCHERO YUPI 140 GR,1
002561,GOMITAS ARCOIRIS TRULULU 80 GR,1
003670,GOMITAS AROS PINTALENGUAS 6 GR 50 UND,1
002476,GOMITAS AROS TRULULU 100 UND,18
002479,GOMITAS AROS TRULULU 50 UND,36
002572,GOMITAS AROS TRULULU 80 GR,1
002502,GOMITAS AROS TRULULU 90 GR,1
003196,GOMITAS AROS TRULULU UND,1
002586,GOMITAS BANANO TRULULU 70 GR,1
002566,GOMITAS BARRILETE 50 GR,1
002494,GOMITAS CASQUITOS TRULULU 90 GR,1
002507,GOMITAS CHOCOLORES BLANCO TRULULU 30 GR,144
004358,GOMITAS DE SABORES TRULULU 30 GR,144
002573,GOMITAS DINOS TRULULU 80 GR,1
002499,GOMITAS DINOS TRULULU 90 GR,1
002523,GOMITAS DRAGONES TRULULU 18 GR,1
002526,GOMITAS DRAGONES TRULULU 87 GR,24
002548,GOMITAS DURAZNITOS TRULULU 50 GR,1
002478,GOMITAS FEROZ TRULULU 18 GR,1
002568,GOMITAS FRESITA TRULULU 70 GR,1
000383,GOMITAS FRUIT SNACKS MIXED FLAVOR ARIZONA 64 GR,1
002490,GOMITAS GUSANOS ACIDOS TRULULU 80 GR,1
003672,GOMITAS GUSANOS TRULULU 80 GR,1
002487,GOMITAS GUSANOS TRULULU 90 GR,1
002532,GOMITAS LENGUA SANDIA TRULULU 80 GR,1
002547,GOMITAS MINI AROS FRUTOS ROJOS TRULULU 50 GR,1
002280,GOMITAS MINI CORAZONES GUANDY WYNCO 100 GR,1
004145,GOMITAS MINI CULEBRITAS GUANDY 20 GR,1
002560,GOMITAS MINI FEROZ TRULULU 70 GR,1
002533,GOMITAS MONSTRY TRULULU 75 GR,1
002578,GOMITAS NEON TRULULU 80 GR,1
002482,GOMITAS ORO OSITO PIRAMIDAL TRULULU 12 GR,600
002486,GOMITAS ORO TRULULU 70 GR,24
002576,GOMITAS RENOLFO TRULULU 80 GR,1
002491,GOMITAS SABORES TRULULU 70 GR,1
002570,GOMITAS SANDIA ACIDAS TRULULU 80 GR,24
002529,GOMITAS SANDIA TRULULU 90 GR,1
002569,GOMITAS SPLASH RELLENAS TRULULU 80 GR,24
002501,GOMITAS SPLASH TRULULU 90 GR,1
004789,GOMITAS SURTIDOS VARIEDAD TRULULU,24
000342,GRANEL ARVEJAS VERDES 500 GR,1
002972,GRANEL AVENA 250 GR,1
003294,GRANEL CAFE 500 GR,1
002680,GRANEL CARAOTAS NEGRAS 3 KG,1
000550,GRANEL CARAOTAS ROJAS 500 GR,1
000689,GRANEL CEREALES KELLOGGS 250 GR,1
003149,GRANEL CEREAL MEGA AROS 100 GR,1
003148,GRANEL CEREAL MEGA BOL 100 GR,1
002968,GRANEL CHICHA 400 GR,1
003728,GRANEL CHOCOLATE EN POLVO 400 GR,1
002957,GRANEL CREMA DE ARROZ 500 GR,1
003166,GRANEL CREMA DE LECHE 250 GR,1
003167,GRANEL CREMA DE LECHE 500 GR,1
003288,GRANEL FLIPS 200 GR,1
000691,GRANEL FORORO 500 GR,1
000692,GRANEL GOFIO 500 GR,1
003199,GRANEL HARINA DE AVENA 200 GR,1
002753,GRANEL HARINA DE MAIZ 1 KG,1
003156,GRANEL HARINA DE MAIZ AMARILLO 500 GR,1
002755,GRANEL HARINA DE TRIGO 1 KG,1
005106,GRANEL LACTOVISOY 400 GR,1
003684,GRANEL LENTEJAS 3 KG,1
002899,GRANEL MAIZORITOS FRUTY AROS 250 GR,1
004933,GRANEL PAÑAL TALLA XXG 10 UND,1
000448,GRANEL PAPAS FRITAS P/ PERRO CALIENTES 500 GR,20
003070,GRANEL PASTA LARGA 1 KG,1
002134,GRANJA ANTITRANSP. ROLL-ON CABALLERO 90 GR,1
002133,GRANJA ANTITRANSP. ROLL-ON DAMAS 90 GR,1
004690,GRANJA CARNE HAMBURGUESA BDJ 8 UND (NO USAR),1
004736,GRANJA CARNE MOLIDA PREMIUM BDJ 1 KG,1
004515,GRANJA CARNE P/ GUISAR BDJ 1 KG (NO USAR),1
004514,GRANJA CARNE P/ MECHAR BDJ 1 KG,1
004667,GRANJA CARNE P/ PEPITO 500 GR,1
003726,GRANJA CEREAL AZUCARADOS 250GR,1
002967,GRANJA CEREAL ORIGINAL 250 GR,1
000557,GRANJA CHAMPIÑONES ENTEROS 200 GR,1
003072,GRANJA CHAMPIÑON REBANADOS 200 GR,1
005349,GRANJA CHOCOLATE BLANCO CON LECHE 30 GR,1
005348,GRANJA CHOCOLATE CON LECHE 30 GR,1
005350,GRANJA CHOCOLATE UNTABLE CON LECHE 30 GR,1
004664,GRANJA COMBO SOPERO 1 KG,1
004568,GRANJA COSTILLA DE RES BDJ 500 GR,1
004670,GRANJA COSTILLA ESP. PREMIUM 500 GR,1
002135,GRANJA CREMA DERMO PROTECTORA 320 ML,1
004301,GRANJA CREMA DERMO PROTECT. VIT E 320 ML,12
004701,GRANJA ENTRAÑAS DE RES KG,1
003122,GRANJA GATARINA GRANEL 1 KG,1
005355,GRANJA JAMON DE ESPALDA AL VACIO 8 UND,1
005356,GRANJA JAMON PECHUGA DE PAVO AL VACIO 8 UND,1
004524,GRANJA LAGARTO C/ HUESO BDJ 1 KG,1
004563,GRANJA LAGARTO C/ HUESO BDJ 500 GR,1
0051495,GRANJA LIMPIADOR MULTIUSO 500 ML,1
005149,GRANJA LIMPIADOR MULTIUSO 500 ML,12
002033,GRANJA MARGARINA 250 GR,1
000065,GRANJA MARGARINA A GRANEL KG,1
004521,GRANJA MEDALLONES DE LOMITO BDJ 500 GR,1
004569,GRANJA MEDALLONES DE LOMITO KG,1
004682,GRANJA MILANESA LOMITO BDJ 500 GR,1
004531,GRANJA MILANESA SOLOMO BDJ 500 GR,1
003231,GRANJA PAN DE JAMON,1
003224,GRANJA PAN DE NARANJA 500 GR (NO USAR),1
003227,GRANJA PAN LARGO CABELLO DE ANGEL 500 GR,1
004578,GRANJA POLVOROSAS COCO 100 GR,1
004601,GRANJA PTA TRASERA KG,1
003146,GRANJA QUESO CREMA GRANEL,1
004570,GRANJA RIB EYE BDJ 1 KG,1
004520,GRANJA RIB EYE BDJ 500 GR,1
005313,GRANJA RON SECO 1 LT,1
005336,GRANJA SERVILLETA PEQUEÑA 160 H,16
004678,GRANJA SOLOMO DE CUERITO KG,1
004532,GRANJA STROGONOFF BDJ 500 GR,1
003216,GRANJA TORTA DE PAN,1
002239,GRANJA VAINILLA 250 ML,1
005295,GRANOLA INTEGRAL ALIMENTOS NATURAL PLUS 200 GR,24
002254,GRANOLA INTEGRAL ALIMENTOS NATURAL PLUS 250 GR,24
002896,GRATO CHAMPIÑONES LAMINADOS 400 GR,24
000373,GREEN TEA ARIZONA 340 ML,30
004576,GREEN TEA DIET ARIZONA 340 ML,12
000175,GUANABANA KG,1
003931,GUANTES DE LATEX,1
000170,GUAYABA KG,1
003557,GUISANTE NATURAL ARIAS 220 GR,12
002944,GUISANTES AL NATURAL KALDINI 400 GR,24
000154,GUISANTES DEL MONTE 241 GR,12
000156,GUISANTES DEL MONTE 425 GR,12
002893,GUISANTES EN CONSERVAS GRATO 400 GR,24
002775,GUISANTES OLE 190 GR,12
004872,GUISANTES OSOLE 280 GR,1
003990,GUISANTES OSOLE 425 GR,1
004999,GUISANTES TIERNOS LATA DEL MONTE 220 GR,12
002774,GUISANTES VIDRIO OLE 250 GR,12
001580,HARINA DE ARROZ KEL SIN GLUTEN MAIZKEL 900 GR,20
001753,HARINA DE ARROZ LA LUCHA 900 GR,1
001427,HARINA DE AVENA QUAKER 400 GR,24
002344,HARINA DE MAIZ A GRANEL 3 KG,1
002890,HARINA DE MAIZ A GRANEL 500 GR,1
000810,HARINA DE MAIZ AMARILLO PAN 1 KG,1
005299,HARINA DE MAIZ AMARILLO SGLUTEN PAN 1 KG,20
002242,HARINA DE MAIZ BLANCO BUDARE 1 KG,1
004907,HARINA DE MAIZ BLANCO BUDARE 900 GR,1
002213,HARINA DE MAIZ BLANCO DOÑA BELEN 1 KG,1
004873,HARINA DE MAIZ BLANCO DOÑA BELEN 900 GR,20
004998,HARINA DE MAIZ BLANCO GRANJA 900 GR,20
001170,HARINA DE MAIZ BLANCO JUANA 1 KG,1
005261,HARINA DE MAIZ BLANCO JUANA 900 GR,20
004063,HARINA DE MAIZ BLANCO MARY 900 GR,1
004499,HARINA DE MAIZ BLANCO MASANTONI 900 GR,1
000796,HARINA DE MAIZ BLANCO PAN 1 KG,1
004697,HARINA DE MAIZ BLANCO PAN 2 KG,1
004962,HARINA DE MAIZ BLANCO SIN GLUTEN PAN 1 KG,20
005015,HARINA DE MAIZ BLANCO SUSTANCIOSA FINA IDEAL 1 KG,20
001579,HARINA DE MAIZ PRECOCIDA SIN GLUTEN KEL MAIZKEL  1 KG,20
000815,HARINA DE MAIZ Y ARROZ PAN 1 KG,20
002328,HARINA DE TRIGO A GRANEL 3 KG,1
002961,HARINA DE TRIGO A GRANEL 500 GR,1
002866,HARINA DE TRIGO LEUDANTE DOÑA MARIA 1 KG,1
001413,HARINA DE TRIGO LEUDANTE DULCE MAR 1 KG,10
004618,HARINA DE TRIGO LEUDANTE LA ESPECIAL 900 GR,10
001760,HARINA DE TRIGO LEUDANTE LA LUCHA 1 KG,1
001748,HARINA DE TRIGO LEUDANTE LA LUCHA 900 GR,20
002163,HARINA DE TRIGO LEUDANTE MARY 1 KG,20
004101,HARINA DE TRIGO LEUDANTE MARY 900 GR,20
001173,HARINA DE TRIGO LEUDANTE ROBIN HOOD 1 KG,1
004749,HARINA DE TRIGO LEUDANTE ROBIN HOOD 900 GR,20
001257,HARINA DE TRIGO LEUDANTE RONCO 1 KG,1
004401,HARINA DE TRIGO PANADERA AVEIRO 1 KG,10
004502,HARINA DE TRIGO PANADERA AVEIRO 45 KG,1
005009,HARINA DE TRIGO PANADERA INTEGRAL AVEIRO 1 KG,10
005010,HARINA DE TRIGO PARA PIZZA FAMILIAR AVEIRO 1 KG,10
001263,HARINA DE TRIGO TODO USO BLANCAFLOR 1 KG,20
001412,HARINA DE TRIGO TODO USO DULCE MAR 1 KG,10
004768,HARINA DE TRIGO TODO USO LA ESPECIAL 900 GR,10
001749,HARINA DE TRIGO TODO USO LA LUCHA 900 GR,20
002172,HARINA DE TRIGO TODO USO MARY 900 GR,20
001172,HARINA DE TRIGO TODO USO ROBIN HOOD 1 KG,1
004572,HARINA DE TRIGO TODO USO ROBIN HOOD 900 GR,20
001581,HARINA DE TRIGO TODO USO SIN GLUTEN KELIN 400 GR,24
001759,HARINA DE TRIGO TOSTADO LA LUCHA GOFIO 900 GR,1
005017,HARINA MAIZ AMARILLO SENSORIAL FINA IDEAL 1 KG,20
005016,HARINA MAIZ BLANCO INSPIRADORA FINA IDEAL 1 KG,1
004239,HELADO ALMENDRA BLANCO MAGNUM TIO RICO 90 ML,18
001196,HELADO ALMENDRA MAGNUM TIO RICO 90 GR,24
005087,HELADO ALPHONSO MANGO TALENTI 473 ML,1
005069,HELADO BABY PALETA CHOCOLATE CREMA HELADOS 58 GR,1
005068,HELADO BABY PALETA FRESA CREMA HELADOS 58 GR,1
003602,HELADO BABY TINITA DUO CHOCOLATE CREMA HELADOS 55 GR,1
001179,HELADO BATI BATI UVA TIO RICO 115 ML,20
005097,HELADO CAPUCCINO MAGNUM TIO RICO 90 ML,18
004606,HELADO CHICLE MEGA BOOM CREMA HELADOS 115 GR,1
003613,HELADO CHOCOBOOM CREMA HELADOS 44 GR,1
004613,HELADO CHOCOLATE CLASICO CREMA HELADOS 1 LT,1
004854,HELADO CHOCOLATE CLASICO CREMA HELADOS 486 ML,1
003311,HELADO CHOCOLATE CLASICO CREMA HELADOS 850 ML,1
005088,HELADO CHOCOLATE FUDGE TALENTI 473 ML,1
001197,HELADO CHOCOLATE INTENSO MAGNUM TIO RICO 100 ML,1
004757,HELADO CHOCOLATE INTENSO MAGNUM TIO RICO 90 ML,24
001190,HELADO CHOCOLITO MAX TIO RICO 80 ML,24
004865,HELADO CHOC/ PEANUT BUTTER CUP TALENTI 473 ML,1
001180,HELADO CLASICO MAGNUM TIO RICO 100 ML,1
004758,HELADO CLASICO MAGNUM TIO RICO 90 ML,24
005266,HELADO COLD BREW COFFEE TALENTI 473 ML,1
005049,HELADO CORNETTO CHOCOLATE TIO RICO 100 ML,22
001182,HELADO CORNETTO CHOCOLATE TIO RICO 115 ML,22
004348,HELADO CORNETTO CHOCO MIX TIO RICO 100 ML,22
005279,HELADO CORNETTO CLASICO TIO RICO 100 ML,22
001201,HELADO CORNETTO CLASICO TIO RICO 120 ML,22
001202,HELADO CORNETTO NAPOLITANO FRESA TIO RICO 120 ML,1
001198,HELADO CORNETTO VASITO JAZZ TIO RICO 160 ML,18
003601,HELADO CREMA BABY TINITA DUO FRESA 55 GR,1
003612,HELADO CREMA REAL NARANJA CREMA HELADOS 44 GR,1
003615,HELADO CREMA TENTACION GALA BLANCO,1
001187,HELADO DE CHOCOLATE TIO RICO 850 ML,1
001188,HELADO DE FRESA TIO RICO 850 ML,1
004615,HELADO FRESA CREMA HELADOS 500 ML,1
004622,HELADO GALLETA CHOC. CREMA HELADOS 500 ML,1
004614,HELADO GALLETA CHOC. CREMA HELADOS 500 ML,1
004620,HELADO GALLETA CHOC. CREMA HELADOS 946 ML,1
003280,HELADO GELATO CARAMEL COOKIE CRUNCH TALENTI 473 ML,1
000089,HELADO GELATO CARAMEL TRUFFLE TALENTI 473 ML,1
000091,HELADO GELATO LAYERS COOKIES & CREAM TALENTI 473 ML,1
000086,HELADO GELATO PACIFIC PISTACHO TALENTI 473 ML,1
000085,HELADO GELATO SEA SALT CARAMEL 473 ML,1
000087,HELADO GELATO SOUTHERN BUTTER PECAN 473 ML,1
000088,HELADO GELATO VANILLA FUDGE COOKIE TALENTI 473 ML,1
005265,HELADO ITALIA TIRAMISU TALENTI 473 ML,1
004207,HELADO MADAGASCAR VAINILLA BEAN TALENTI GELATO 473 ML,1
003308,HELADO MANTECADO CLASICO CREMA HELADOS 850 ML,1
001176,HELADO MANTECADO TIO RICO 435 ML,1
001185,HELADO MANTECADO TIO RICO 850 ML,1
005067,HELADO MANTECADO Y GALLETA CREMA HELADOS 1 LT,1
005249,HELADO MANTE/GALLETA CREMA HELADOS 486 ML,1
003310,HELADO MANTEOREO CREMA HELADOS 850 ML,1
003616,HELADO MEGA BOOM UVA CREMA HELADOS 115 GR,1
005054,HELADO MEGA CONO CHOCOLATE CREMA HELADOS 85 GR,1
005055,HELADO MEGA CONO FRESA CREMA HELADOS 85 GR,1
003607,HELADO MEGA CONO MANTCHOCO CREMA HELADOS 85 GR UND,1
005056,HELADO MEGA CONO MANTECADO CREMA HELADOS 85 GR,1
003605,HELADO MEGA GOOL CHOCOLATE CREMA,1
004826,HELADO MEGA SANDWICH CREMA HELADOS 60 GR,1
005061,HELADO MEGA SUNDAE CHOC. CREMA HELADOS 55 GR UND,1
003603,HELADO MEGA SUNDAE FRESA CREMA HELADO,1
005060,HELADO MEGA SUNDAE SIROP CHOC/ CREMA HELADOS 55 GR UND,1
005059,HELADO MEGA SUNDAE SIROP FRESA CREMA HELADOS UND,1
005057,HELADO MEGA TINITA AREQUIPE CREMA HELADOS 55 GR UND,1
003598,HELADO MEGA TINITA CHOCOLATE CREMA HELADOS 55 GR UND,1
005058,HELADO MEGA TINITA FRESA CREMA HELADOS 55 GR UND,1
003599,HELADO MEGA TINITA MANTECADO CREMA HELADOS 55 GR UND,1
003604,HELADO MEGA TWISTER FRESA/CHOCO CREMA HELADOS UND,1
001200,HELADO MERENGADA TIO RICO 150 ML,18
005064,HELADO NARANJA CREMA HELADOS 500 ML,1
001193,HELADO NUCITA TIO RICO 150 ML,18
001181,HELADO OREO TIO RICO 700 ML,1
003610,HELADO PALETA KING MANI CREMA HELADO 44 GR,1
001191,HELADO PIRULIN TIO RICO 700 ML,1
005267,HELADO RASPBERRY CHEESECAKE TALENTI 473 ML,1
001184,HELADO RON PASAS TIO RICO 850 ML,1
001171,HELADO SANDWICH MULTIPACK TIO RICO 5 UND,1
002756,HELADO SANDWICH TIO RICO 135 ML,36
005066,HELADO SIROP FRESA CREMA HELADOS 1 LT,1
005065,HELADO STRACIATELLA CREMA HELADOS 1 LT,1
005062,HELADO STRACIATELLA CREMA HELADOS 500 ML,1
005347,HELADO SUNDAE FRESA CREMA HELADOS 486 ML,1
003600,HELADO TENTACION MANTE. CON CHOCOLATE CREMA HELADO 100 GR,1
004824,HELADO TENTACION ORION CREMA HELADOS 60 GR,1
004612,HELADO TORNADO CREMA HELADOS 1 LT,1
005248,HELADO TORNADO CREMA HELADOS 486 ML,1
005063,HELADO TORTA SUIZA CREMA HELADOS 500 ML,1
001183,HELADO TRISABOR CAPRICHO TIO RICO 2 LT,1
003609,HELADO TRISABOR NAPOLITANO CREMA HELADO 850 GR,1
003608,HELADO TRISABOR NAPOLITANO CREMA HELADOS 450 GR,1
001199,HELADO TRISABOR TIO RICO 2 LT,1
001186,HELADO TRISABOR TIO RICO 850 ML,1
000326,HIERBABUENA KG,1
003179,HIERBABUENA PAQUETE,1
004214,HIERBAS ITALIANAS KALDINI 31 GR,24
000019,HIGADO DE POLLO KG,1
004718,HILO DENTAL COLGATE 25 MT,24
004675,HILO DENTAL ESSENTIAL FLOSS ORAL-B 50 M,48
002318,HINOJO KG,1
005311,HISOPO ALIVE BLISTER 300 PCS,144
003078,HISOPO DE MADERA UND,1
005072,HISOPO ESTRELLA ALIVE 300 PCS,120
000050,HOJA DE HALLACA KG,1
001329,HOJAS DE ALBAHACA MC CORMICK 25 GR,6
004216,HOJAS DE LAUREL KALDINI 10 GR,24
004220,HOJAS DE ROMERO KALDINI 70 GR,24
003075,HOJILLAS DORCO,12
000196,HOJILLAS MACH3 TURBO GILLETE 2 UND,60
000509,HOJILLAS MAX 3 10 UND,1
